Major Group,Minor Group,Broad Group,Detailed Occupation,Occupation Name,Group,Major Name,Minor Name,Broad Name,Description,Sample of reported job titles
47-0000,47-5000.00,47-5040.00,47-5042.00,Mine Cutting and Channeling Machine Operators,Role,Construction and Extraction Occupations,Extraction Workers,Mining Machine Operators,"Operate machinery such as longwall shears, plows, and cutting machines to cut or channel along the face or seams of coal mines, stone quarries, or other mining surfaces to facilitate blasting, separating, or removing minerals or materials from mines or from the Earth's surface. Includes shale planers.",
47-0000,47-5000.00,47-5040.00,47-5049.00,"Mining Machine Operators, All Other",Role,Construction and Extraction Occupations,Extraction Workers,Mining Machine Operators,All mining machine operators not listed separately.,
47-0000,47-5000.00,47-5050.00,47-5050.00,"Rock Splitters, Quarry",Titled,Construction and Extraction Occupations,Extraction Workers,Broad Group,"Separate blocks of rough dimension stone from quarry mass using drills, wedges, or other tools. Check for quality, measure, and mark cutting lines.",
47-0000,47-5000.00,47-5050.00,47-5051.00,"Rock Splitters, Quarry",Role,Construction and Extraction Occupations,Extraction Workers,"Rock Splitters, Quarry",Separate blocks of rough dimension stone from quarry mass using jackhammer and wedges.,
47-0000,47-5000.00,47-5060.00,47-5060.00,"Roof Bolters, Mining",Titled,Construction and Extraction Occupations,Extraction Workers,Broad Group,Operate machinery to install roof support bolts in underground mines to prevent roof collapses. Monitor and test the stability of installed bolts.,
47-0000,47-5000.00,47-5060.00,47-5061.00,"Roof Bolters, Mining",Role,Construction and Extraction Occupations,Extraction Workers,"Roof Bolters, Mining",Operate machinery to install roof support bolts in underground mine.,
47-0000,47-5000.00,47-5070.00,47-5070.00,"Roustabouts, Oil and Gas",Titled,Construction and Extraction Occupations,Extraction Workers,Broad Group,"Assemble or repair oil field equipment using hand and power tools. Perform basic maintenance, transport materials, and maintain safety standards on oil rigs or fields.",
47-0000,47-5000.00,47-5070.00,47-5071.00,"Roustabouts, Oil and Gas",Role,Construction and Extraction Occupations,Extraction Workers,"Roustabouts, Oil and Gas",Assemble or repair oil field equipment using hand and power tools. Perform other tasks as needed.,
47-0000,47-5000.00,47-5080.00,47-5080.00,Helpers—Extraction Workers,Titled,Construction and Extraction Occupations,Extraction Workers,Broad Group,"Assist more experienced workers in oil, gas, or mining operations. Haul materials, operate simple equipment, and clean worksites under close supervision.",
47-0000,47-5000.00,47-5080.00,47-5081.00,Helpers--Extraction Workers,Role,Construction and Extraction Occupations,Extraction Workers,Helpers--Extraction Workers,"Help extraction craft workers, such as earth drillers, blasters and explosives workers, derrick operators, and mining machine operators, by performing duties requiring less skill. Duties include supplying equipment or cleaning work area.",
47-0000,47-5000.00,47-5090.00,47-5090.00,Miscellaneous Extraction Workers,Titled,Construction and Extraction Occupations,Extraction Workers,Broad Group,"Perform extraction tasks not elsewhere classified, such as specialized drilling or rare mineral sampling in mines or quarries.",
47-0000,47-5000.00,47-5090.00,47-5099.00,"Extraction Workers, All Other",Role,Construction and Extraction Occupations,Extraction Workers,Miscellaneous Extraction Workers,All extraction workers not listed separately.,
49-0000,49-0000.00,49-0000.00,49-0000.00,"Installation, Maintenance, and Repair Occupations",Major,Major Group,Major Group,Major Group,"Covers roles setting up, troubleshooting, and fixing equipment, machines, and systems. Occupations include automotive mechanics, HVAC installers, and general maintenance technicians working across various industries.",
49-0000,49-1000.00,49-1000.00,49-1000.00,"Supervisors of Installation, Maintenance, and Repair Workers",Main,"Installation, Maintenance, and Repair Occupations",Minor Group,Minor Group,"This category includes supervisors who oversee and coordinate the work of installation, maintenance, and repair workers across various industries. They are responsible for managing teams, assigning tasks, ensuring compliance with safety regulations, and maintaining the efficiency of installation and repair processes. Supervisors in this category may work in fields such as construction, manufacturing, telecommunications, utilities, and transportation.",
49-0000,49-1000.00,49-1010.00,49-1010.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Titled,"Installation, Maintenance, and Repair Occupations","Supervisors of Installation, Maintenance, and Repair Workers",Broad Group,"Direct and coordinate maintenance or repair staff. Assign tasks, schedule work, ensure compliance with safety regulations, and track work progress.",
49-0000,49-1000.00,49-1010.00,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Role,"Installation, Maintenance, and Repair Occupations","Supervisors of Installation, Maintenance, and Repair Workers","First-Line Supervisors of Mechanics, Installers, and Repairers","Directly supervise and coordinate the activities of mechanics, installers, and repairers.",
49-0000,49-2000.00,49-2000.00,49-2000.00,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Main,"Installation, Maintenance, and Repair Occupations",Minor Group,Minor Group,"This category includes workers who install, maintain, and repair electrical and electronic equipment across various industries. They may work on equipment such as electrical systems, telecommunications equipment, computer systems, and audiovisual systems. Workers in this category are skilled in diagnosing and fixing electrical and electronic issues, reading technical diagrams and manuals, and using specialized tools and equipment.",
49-0000,49-2000.00,49-2010.00,49-2010.00,"Computer, Automated Teller, and Office Machine Repairers",Titled,"Installation, Maintenance, and Repair Occupations","Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Broad Group,"Install, maintain, and repair business machines such as computers, ATMs, copiers, or printers. Diagnose hardware problems, replace parts, and test functionality.",
49-0000,49-2000.00,49-2010.00,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Role,"Installation, Maintenance, and Repair Occupations","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Computer, Automated Teller, and Office Machine Repairers","Repair, maintain, or install computers, word processing systems, automated teller machines, and electronic office machines, such as duplicating and fax machines.",
49-0000,49-2000.00,49-2020.00,49-2020.00,Radio and Telecommunications Equipment Installers and Repairers,Titled,"Installation, Maintenance, and Repair Occupations","Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Broad Group,"Install and maintain radio or telecommunications equipment (cell towers, broadcast transmitters, etc.). Diagnose signal issues, update equipment, and perform routine inspections.",
49-0000,49-2000.00,49-2020.00,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairs",Role,"Installation, Maintenance, and Repair Occupations","Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Radio and Telecommunications Equipment Installers and Repairers,"Repair, install or maintain mobile or stationary radio transmitting, broadcasting, and receiving equipment, and two-way radio communications systems used in cellular telecommunications, mobile broadband, ship-to-shore, aircraft-to-ground communications, and radio equipment in service and emergency vehicles. May test and analyze network coverage.",
49-0000,49-2000.00,49-2020.00,49-2021.01,Radio Mechanics,Role,"Installation, Maintenance, and Repair Occupations","Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Radio and Telecommunications Equipment Installers and Repairers,Test or repair mobile or stationary radio transmitting and receiving equipment and two-way radio communications systems used in ship-to-shore communications and found in service and emergency vehicles.,
49-0000,49-2000.00,49-2020.00,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Role,"Installation, Maintenance, and Repair Occupations","Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Radio and Telecommunications Equipment Installers and Repairers,"Install, set-up, rearrange, or remove switching, distribution, routing, and dialing equipment used in central offices or headends. Service or repair telephone, cable television, Internet, and other communications equipment on customers' property. May install communications equipment or communications wiring in buildings.",
49-0000,49-2000.00,49-2090.00,49-2090.00,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Titled,"Installation, Maintenance, and Repair Occupations","Electrical and Electronic Equipment Mechanics, Installers, and Repairers",Broad Group,"Service and repair a wide range of electrical or electronic devices not classified under standard categories. Could include security systems, AV equipment, or specialized industrial gear.",
49-0000,49-2000.00,49-2090.00,49-2091.00,Avionics Technicians,Role,"Installation, Maintenance, and Repair Occupations","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Install, inspect, test, adjust, or repair avionics equipment, such as radar, radio, navigation, and missile control systems in aircraft or space vehicles.",
49-0000,49-2000.00,49-2090.00,49-2092.00,"Electric Motor, Power Tool, and Related Repairers",Role,"Installation, Maintenance, and Repair Occupations","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Repair, maintain, or install electric motors, wiring, or switches.",
49-0000,49-2000.00,49-2090.00,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment",Role,"Installation, Maintenance, and Repair Occupations","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Install, adjust, or maintain mobile electronics communication equipment, including sound, sonar, security, navigation, and surveillance systems on trains, watercraft, or other mobile equipment.",
49-0000,49-2000.00,49-2090.00,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",Role,"Installation, Maintenance, and Repair Occupations","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Repair, test, adjust, or install electronic equipment, such as industrial controls, transmitters, and antennas.",
49-0000,49-2000.00,49-2090.00,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",Role,"Installation, Maintenance, and Repair Occupations","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Inspect, test, repair, or maintain electrical equipment in generating stations, substations, and in-service relays.",
49-0000,49-2000.00,49-2090.00,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Role,"Installation, Maintenance, and Repair Occupations","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Install, diagnose, or repair communications, sound, security, or navigation equipment in motor vehicles.",
49-0000,49-2000.00,49-2090.00,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,Role,"Installation, Maintenance, and Repair Occupations","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Repair, adjust, or install audio or television receivers, stereo systems, camcorders, video systems, or other electronic home entertainment equipment.",
49-0000,49-2000.00,49-2090.00,49-2098.00,Security and Fire Alarm Systems Installers,Role,"Installation, Maintenance, and Repair Occupations","Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers","Install, program, maintain, or repair security or fire alarm wiring and equipment. Ensure that work is in accordance with relevant codes.",
49-0000,49-3000.00,49-3000.00,49-3000.00,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Main,"Installation, Maintenance, and Repair Occupations",Minor Group,Minor Group,"This category includes workers who repair, maintain, and install various types of vehicles and mobile equipment, such as cars, trucks, motorcycles, aircraft, boats, and industrial equipment. They are responsible for diagnosing mechanical issues, performing repairs and replacements, conducting regular maintenance, and ensuring vehicles and equipment are in safe working condition.",
49-0000,49-3000.00,49-3010.00,49-3010.00,Aircraft Mechanics and Service Technicians,Titled,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Broad Group,"Diagnose, adjust, repair, or overhaul aircraft engines and assemblies. Perform routine inspections, maintain logbooks, and comply with FAA regulations.",
49-0000,49-3000.00,49-3010.00,49-3011.00,Aircraft Mechanics and Service Technicians,Role,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Aircraft Mechanics and Service Technicians,"Diagnose, adjust, repair, or overhaul aircraft engines and assemblies, such as hydraulic and pneumatic systems. Includes helicopter and aircraft engine specialists.",
49-0000,49-3000.00,49-3020.00,49-3020.00,Automotive Technicians and Repairers,Titled,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Broad Group,"Inspect, maintain, and repair cars or light trucks. Diagnose problems using computerized equipment, replace parts, and test vehicles for performance and safety.",
49-0000,49-3000.00,49-3020.00,49-3021.00,Automotive Body and Related Repairers,Role,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Automotive Technicians and Repairers,Repair and refinish automotive vehicle bodies and straighten vehicle frames.,
49-0000,49-3000.00,49-3020.00,49-3022.00,Automotive Glass Installers and Repairers,Role,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Automotive Technicians and Repairers,Replace or repair broken windshields and window glass in motor vehicles.,
49-0000,49-3000.00,49-3020.00,49-3023.00,Automotive Service Technicians and Mechanics,Role,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Automotive Technicians and Repairers,"Diagnose, adjust, repair, or overhaul automotive vehicles.",
49-0000,49-3000.00,49-3020.00,49-3023.01,Automotive Master Mechanics,Role,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Automotive Technicians and Repairers,"Repair automobiles, trucks, buses, and other vehicles. Master mechanics repair virtually any part on the vehicle or specialize in the transmission system.",
49-0000,49-3000.00,49-3020.00,49-3023.02,Automotive Specialty Technicians,Role,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Automotive Technicians and Repairers,"Repair only one system or component on a vehicle, such as brakes, suspension, or radiator.",
49-0000,49-3000.00,49-3030.00,49-3030.00,Bus and Truck Mechanics and Diesel Engine Specialists,Titled,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Broad Group,"Repair and maintain buses, trucks, or other diesel-powered vehicles. Perform engine diagnostics, replace faulty components, and ensure vehicles meet regulations.",
49-0000,49-3000.00,49-3030.00,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Role,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Bus and Truck Mechanics and Diesel Engine Specialists,"Diagnose, adjust, repair, or overhaul buses and trucks, or maintain and repair any type of diesel engines. Includes mechanics working primarily with automobile or marine diesel engines.",
49-0000,49-3000.00,49-3040.00,49-3040.00,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,Titled,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Broad Group,"Service and repair heavy machinery used in construction, farming, or rail transport. Troubleshoot mechanical or electrical issues, replace parts, and confirm safe operation.",
49-0000,49-3000.00,49-3040.00,49-3041.00,Farm Equipment Mechanics and Service Technicians,Role,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,"Diagnose, adjust, repair, or overhaul farm machinery and vehicles, such as tractors, harvesters, dairy equipment, and irrigation systems.",
49-0000,49-3000.00,49-3040.00,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",Role,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,"Diagnose, adjust, repair, or overhaul mobile mechanical, hydraulic, and pneumatic equipment, such as cranes, bulldozers, graders, and conveyors, used in construction, logging, and surface mining.",
49-0000,49-3000.00,49-3040.00,49-3043.00,Rail Car Repairers,Role,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,"Diagnose, adjust, repair, or overhaul railroad rolling stock, mine cars, or mass transit rail cars.",
49-0000,49-3000.00,49-3050.00,49-3050.00,Small Engine Mechanics,Titled,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Broad Group,"Repair and service engines in lawnmowers, motorcycles, motorboats, or other small engine equipment. Identify problems, test, and replace worn parts.",
49-0000,49-3000.00,49-3050.00,49-3051.00,Motorboat Mechanics and Service Technicians,Role,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Small Engine Mechanics,Repair and adjust electrical and mechanical equipment of inboard or inboard-outboard boat engines.,
49-0000,49-3000.00,49-3050.00,49-3052.00,Motorcycle Mechanics,Role,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Small Engine Mechanics,"Diagnose, adjust, repair, or overhaul motorcycles, scooters, mopeds, dirt bikes, or similar motorized vehicles.",
49-0000,49-3000.00,49-3050.00,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,Role,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Small Engine Mechanics,"Diagnose, adjust, repair, or overhaul small engines used to power lawn mowers, chain saws, recreational sporting equipment and related equipment.",
49-0000,49-3000.00,49-3090.00,49-3090.00,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Titled,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Broad Group,"Handle vehicle or mobile equipment maintenance tasks not included under other categories. May service specialized machinery, like locomotives or farm equipment.",
49-0000,49-3000.00,49-3090.00,49-3091.00,Bicycle Repairers,Role,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Repair and service bicycles.,
49-0000,49-3000.00,49-3090.00,49-3092.00,Recreational Vehicle Service Technicians,Role,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Diagnose, inspect, adjust, repair, or overhaul recreational vehicles including travel trailers. May specialize in maintaining gas, electrical, hydraulic, plumbing, or chassis/towing systems as well as repairing generators, appliances, and interior components. Includes workers who perform customized van conversions.",
49-0000,49-3000.00,49-3090.00,49-3093.00,Tire Repairers and Changers,Role,"Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",Repair and replace tires.,
49-0000,49-9000.00,49-9000.00,49-9000.00,"Other Installation, Maintenance, and Repair Occupations",Main,"Installation, Maintenance, and Repair Occupations",Minor Group,Minor Group,"This category includes a wide range of workers involved in installation, maintenance, and repair activities across various industries. It encompasses occupations that are not classified under more specific categories but still contribute to the maintenance and functioning of equipment, machinery, and infrastructure. Examples of occupations in this category may include industrial machinery mechanics, commercial divers, signal and track switch repairers, and locksmiths.",
49-0000,49-9000.00,49-9010.00,49-9010.00,Control and Valve Installers and Repairers,Titled,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Broad Group,"Install or repair mechanical regulating devices like valves, governors, or traps that control flow of gases or liquids in pipelines or mains.",
49-0000,49-9000.00,49-9010.00,49-9011.00,Mechanical Door Repairers,Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Control and Valve Installers and Repairers,"Install, service, or repair automatic door mechanisms and hydraulic doors. Includes garage door mechanics.",
49-0000,49-9000.00,49-9010.00,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Control and Valve Installers and Repairers,"Install, repair, and maintain mechanical regulating and controlling devices, such as electric meters, gas regulators, thermostats, safety and flow valves, and other mechanical governors.",
49-0000,49-9000.00,49-9020.00,49-9020.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Titled,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Broad Group,"Install, maintain, and repair heating, ventilation, air conditioning, and refrigeration systems. Test for leaks, connect wiring, and comply with HVAC codes.",
49-0000,49-9000.00,49-9020.00,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Install or repair heating, central air conditioning, or refrigeration systems, including oil burners, hot-air furnaces, and heating stoves.",
49-0000,49-9000.00,49-9020.00,49-9021.01,Heating and Air Conditioning Mechanics and Installers,Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Install, service, or repair heating and air conditioning systems in residences or commercial establishments.",
49-0000,49-9000.00,49-9020.00,49-9021.02,Refrigeration Mechanics and Installers,Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",Install and repair industrial and commercial refrigerating systems.,
49-0000,49-9000.00,49-9030.00,49-9030.00,Home Appliance Repairers,Titled,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Broad Group,"Diagnose and fix problems with household appliances—like washers, ovens, or refrigerators. Disassemble units, replace parts, and reassemble to working condition.",
49-0000,49-9000.00,49-9030.00,49-9031.00,Home Appliance Repairers,Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Home Appliance Repairers,"Repair, adjust, or install all types of electric or gas household appliances, such as refrigerators, washers, dryers, and ovens.",
49-0000,49-9000.00,49-9040.00,49-9040.00,"Industrial Machinery Installation, Repair, and Maintenance Workers",Titled,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Broad Group,"Maintain and repair factory equipment or industrial machinery. Perform preventative maintenance, troubleshoot failures, and ensure machinery is safe and efficient.",
49-0000,49-9000.00,49-9040.00,49-9041.00,Industrial Machinery Mechanics,Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Industrial Machinery Installation, Repair, and Maintenance Workers","Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems.",
49-0000,49-9000.00,49-9040.00,49-9043.00,"Maintenance Workers, Machinery",Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Industrial Machinery Installation, Repair, and Maintenance Workers","Lubricate machinery, change parts, or perform other routine machinery maintenance.",
49-0000,49-9000.00,49-9040.00,49-9044.00,Millwrights,Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Industrial Machinery Installation, Repair, and Maintenance Workers","Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings.",
49-0000,49-9000.00,49-9040.00,49-9045.00,"Refractory Materials Repairers, Except Brickmasons",Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Industrial Machinery Installation, Repair, and Maintenance Workers","Build or repair equipment such as furnaces, kilns, cupolas, boilers, converters, ladles, soaking pits and ovens, using refractory materials.",
49-0000,49-9000.00,49-9050.00,49-9050.00,Line Installers and Repairers,Titled,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Broad Group,"Install and maintain electrical, telecommunications, or cable lines. Climb poles, use testing equipment, and ensure continuity of service.",
49-0000,49-9000.00,49-9050.00,49-9051.00,Electrical Power-Line Installers and Repairers,Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.,
49-0000,49-9000.00,49-9050.00,49-9052.00,Telecommunications Line Installers and Repairers,Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics.",
49-0000,49-9000.00,49-9060.00,49-9060.00,Precision Instrument and Equipment Repairers,Titled,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Broad Group,"Calibrate, maintain, or repair specialized instruments like musical devices, medical equipment, or watch components. May use microscopes or other detailed precision tools.",
49-0000,49-9000.00,49-9060.00,49-9061.00,Camera and Photographic Equipment Repairers,Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Precision Instrument and Equipment Repairers,"Repair and adjust cameras and photographic equipment, including commercial video and motion picture camera equipment.",
49-0000,49-9000.00,49-9060.00,49-9062.00,Medical Equipment Repairers,Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Precision Instrument and Equipment Repairers,"Test, adjust, or repair biomedical or electromedical equipment.",
49-0000,49-9000.00,49-9060.00,49-9063.00,Musical Instrument Repairers and Tuners,Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Precision Instrument and Equipment Repairers,"Repair percussion, stringed, reed, or wind instruments. May specialize in one area, such as piano tuning.",
49-0000,49-9000.00,49-9060.00,49-9064.00,Watch Repairers,Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Precision Instrument and Equipment Repairers,"Repair, clean, and adjust mechanisms of timing instruments, such as watches and clocks. Includes watchmakers, watch technicians, and mechanical timepiece repairers.",
49-0000,49-9000.00,49-9060.00,49-9069.00,"Precision Instrument and Equipment Repairers, All Other",Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Precision Instrument and Equipment Repairers,All precision instrument and equipment repairers not listed separately.,
49-0000,49-9000.00,49-9070.00,49-9070.00,"Maintenance and Repair Workers, General",Titled,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Broad Group,"Keep machines, mechanical equipment, or buildings in good working order. Perform minor electrical or plumbing repairs, basic carpentry, and routine facility maintenance.",
49-0000,49-9000.00,49-9070.00,49-9071.00,"Maintenance and Repair Workers, General",Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Maintenance and Repair Workers, General","Perform work involving the skills of two or more maintenance or craft occupations to keep machines, mechanical equipment, or the structure of an establishment in repair. Duties may involve pipe fitting; boiler making; insulating; welding; machining; carpentry; repairing electrical or mechanical equipment; installing, aligning, and balancing new equipment; and repairing buildings, floors, or stairs.",
49-0000,49-9000.00,49-9080.00,49-9080.00,Wind Turbine Service Technicians,Titled,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Broad Group,"Inspect, diagnose, and repair wind turbines. Climb turbine towers, troubleshoot electrical or mechanical failures, and ensure safety protocols are followed.",
49-0000,49-9000.00,49-9080.00,49-9081.00,Wind Turbine Service Technicians,Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Wind Turbine Service Technicians,"Inspect, diagnose, adjust, or repair wind turbines. Perform maintenance on wind turbine equipment including resolving electrical, mechanical, and hydraulic malfunctions.",
49-0000,49-9000.00,49-9090.00,49-9090.00,"Miscellaneous Installation, Maintenance, and Repair Workers",Titled,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations",Broad Group,"Perform installation or repair tasks not falling under standard categories, possibly including locksmiths, riggers, or maintenance workers in specialized environments.",
49-0000,49-9000.00,49-9090.00,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","Install, service, adjust, or repair coin, vending, or amusement machines including video games, juke boxes, pinball machines, or slot machines.",
49-0000,49-9000.00,49-9090.00,49-9092.00,Commercial Divers,Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","Work below surface of water, using scuba gear to inspect, repair, remove, or install equipment and structures. May use a variety of power and hand tools, such as drills, sledgehammers, torches, and welding equipment. May conduct tests or experiments, rig explosives, or photograph structures or marine life.",
49-0000,49-9000.00,49-9090.00,49-9093.00,"Fabric Menders, Except Garment",Role,"Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","Repair tears, holes, and other defects in fabrics, such as draperies, linens, parachutes, and tents.",
